type,cap_shape,cap_color,odor,gill_attachment
edible,flat,brown,none,free
edible,flat,red,none,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,white,creosote,free
edible,convex,red,none,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
poisonous,convex,pink,creosote,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
poisonous,convex,white,creosote,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
edible,flat,brown,none,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
poisonous,convex,pink,creosote,free
edible,convex,brown,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,brown,none,free
poisonous,convex,pink,creosote,free
poisonous,convex,white,creosote,free
edible,flat,red,none,free
edible,flat,brown,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,convex,yellow,foul,free
poisonous,convex,pink,creosote,free
edible,flat,red,none,free
poisonous,flat,yellow,foul,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,convex,brown,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,flat,gray,foul,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
poisonous,convex,white,creosote,free
edible,flat,red,none,free
poisonous,convex,yellow,foul,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
edible,flat,brown,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,brown,none,free
edible,convex,gray,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
poisonous,convex,white,creosote,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
poisonous,convex,white,creosote,free
poisonous,convex,gray,foul,free
edible,convex,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,convex,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,white,creosote,free
poisonous,convex,yellow,foul,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
edible,convex,brown,none,free
poisonous,convex,gray,foul,free
edible,flat,brown,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
edible,flat,gray,none,free
poisonous,convex,pink,creosote,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,pink,creosote,free
edible,convex,gray,none,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
edible,flat,brown,none,free
edible,flat,brown,none,free
poisonous,convex,gray,creosote,free
poisonous,flat,gray,foul,free
poisonous,convex,pink,creosote,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,yellow,foul,free
edible,flat,gray,none,free
poisonous,convex,white,creosote,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,foul,free
poisonous,convex,pink,creosote,free
edible,convex,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,brown,none,free
edible,convex,brown,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,pink,creosote,free
edible,flat,red,none,free
edible,flat,red,none,free
poisonous,convex,white,creosote,free
edible,flat,gray,none,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,convex,white,creosote,free
edible,flat,brown,none,free
edible,convex,gray,none,free
edible,flat,brown,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
edible,flat,brown,none,free
poisonous,convex,pink,creosote,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,white,creosote,free
poisonous,convex,pink,creosote,free
poisonous,convex,gray,foul,free
edible,convex,gray,none,free
edible,flat,red,none,free
poisonous,convex,pink,creosote,free
edible,flat,gray,none,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
edible,flat,brown,none,free
edible,convex,red,none,free
poisonous,convex,white,creosote,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,convex,yellow,foul,free
edible,flat,gray,none,free
edible,convex,red,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,flat,brown,none,free
poisonous,convex,gray,creosote,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
edible,flat,brown,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,white,creosote,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,creosote,free
edible,flat,red,none,free
edible,flat,red,none,free
poisonous,flat,gray,foul,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,convex,pink,creosote,free
poisonous,convex,gray,creosote,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
poisonous,convex,pink,creosote,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
edible,flat,red,none,free
poisonous,flat,yellow,foul,free
edible,convex,gray,none,free
poisonous,convex,pink,creosote,free
edible,convex,red,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,convex,red,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,white,creosote,free
poisonous,convex,gray,foul,free
poisonous,convex,pink,creosote,free
edible,flat,gray,none,free
edible,convex,brown,none,free
poisonous,convex,gray,creosote,free
edible,flat,brown,none,free
poisonous,convex,pink,creosote,free
edible,flat,red,none,free
poisonous,convex,white,creosote,free
edible,convex,brown,none,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,creosote,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
poisonous,convex,pink,creosote,free
edible,flat,red,none,free
poisonous,convex,gray,creosote,free
edible,convex,gray,none,free
edible,convex,gray,none,free
edible,flat,brown,none,free
edible,flat,brown,none,free
edible,flat,brown,none,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
edible,convex,red,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,creosote,free
edible,flat,red,none,free
edible,convex,gray,none,free
poisonous,convex,gray,creosote,free
edible,flat,brown,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,yellow,foul,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
edible,flat,brown,none,free
edible,flat,brown,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
poisonous,flat,gray,foul,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
poisonous,convex,pink,creosote,free
edible,flat,red,none,free
poisonous,convex,pink,creosote,free
poisonous,convex,white,creosote,free
edible,flat,gray,none,free
poisonous,convex,pink,creosote,free
poisonous,convex,gray,foul,free
edible,convex,brown,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
poisonous,convex,gray,creosote,free
poisonous,convex,gray,foul,free
poisonous,convex,white,creosote,free
edible,flat,brown,none,free
edible,flat,gray,none,free
poisonous,convex,white,creosote,free
edible,convex,gray,none,free
edible,flat,brown,none,free
edible,flat,gray,none,free
edible,convex,red,none,free
edible,flat,red,none,free
poisonous,convex,white,creosote,free
edible,flat,red,none,free
poisonous,convex,yellow,foul,free
edible,flat,gray,none,free
edible,flat,brown,none,free
poisonous,convex,gray,creosote,free
poisonous,convex,pink,creosote,free
edible,flat,red,none,free
edible,convex,gray,none,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,convex,brown,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
poisonous,convex,gray,creosote,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,red,none,free
poisonous,convex,white,creosote,free
poisonous,convex,white,creosote,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
edible,convex,gray,none,free
edible,flat,gray,none,free
poisonous,convex,white,creosote,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,convex,red,none,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
edible,convex,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
edible,flat,brown,none,free
poisonous,convex,gray,foul,free
edible,flat,gray,none,free
poisonous,flat,gray,foul,free
edible,flat,red,none,free
poisonous,convex,gray,creosote,free
edible,flat,red,none,free
edible,flat,brown,none,free
edible,convex,red,none,free
edible,flat,red,none,free
edible,flat,gray,none,free
poisonous,convex,pink,creosote,free
poisonous,flat,gray,foul,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,pink,creosote,free
edible,flat,brown,none,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,red,none,free
edible,convex,gray,none,free
poisonous,convex,white,creosote,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,brown,none,free
edible,flat,brown,none,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
edible,flat,red,none,free
poisonous,convex,gray,foul,free
edible,convex,brown,none,free
edible,flat,red,none,free
edible,flat,red,none,free
poisonous,convex,pink,creosote,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
edible,flat,gray,none,free
poisonous,convex,pink,creosote,free
edible,flat,gray,none,free
edible,flat,red,none,free
edible,flat,brown,none,free
edible,convex,gray,none,free
edible,convex,brown,none,free
edible,flat,brown,none,free
poisonous,convex,pink,creosote,free
edible,flat,red,none,free
poisonous,convex,yellow,foul,free
poisonous,convex,gray,creosote,free
edible,flat,brown,none,free
poisonous,flat,gray,foul,free
poisonous,convex,gray,creosote,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,flat,gray,none,free
edible,convex,brown,none,free
poisonous,convex,yellow,foul,free
edible,flat,gray,none,free
poisonous,convex,gray,foul,free
edible,flat,red,none,free
edible,flat,red,none,free
poisonous,flat,gray,foul,free
edible,flat,red,none,free
